ID,GrossMonthlyIncome,CreditCardPayment,CarPayment,StudentLoanPayments,AppraisedValue,DownPayment,LoanAmount,MonthlyMortgagePayment,CreditScore,LVT,DTI,FEDTI,LVTCheck,DVTCheck1,MDTI,DVTCheck2,FInalCheck
2976,2292,398,397,303,378760,79539.6,299220.4,1990.72,643,0.79,1.347609075,0.868551483,1,0,0.868551483,0,FALSE
2977,8780,444,457,440,492896,24644.8,468251.2,3435.86,549,0.95,0.544061503,0.391328018,0,0,0.391328018,0,FALSE
2978,9942,371,386,227,264383,60808.09,203574.91,1493.76,540,0.77,0.249221485,0.150247435,1,1,0.150247435,1,TRUE
2979,5254,200,384,412,294630,47140.8,247489.2,1815.99,562,0.84,0.535209364,0.345639513,0,0,0.345639513,0,FALSE
2980,2964,256,480,361,325128,84533.28,240594.72,1765.4,583,0.74,0.965721997,0.595614035,1,0,0.595614035,0,FALSE
2981,5524,340,358,288,412854,78442.26,334411.74,1795.19,724,0.81,0.503473932,0.324980087,0,0,0.324980087,0,FALSE
2982,5673,307,398,388,393605,47232.6,346372.4,2541.56,539,0.88,0.640676891,0.448009871,0,0,0.448009871,0,FALSE
2983,6209,205,493,222,424027,122967.83,301059.17,1805,693,0.71,0.438879047,0.290707038,1,0,0.290707038,0,FALSE
2984,7183,308,496,273,444171,44417.1,399753.9,2659.57,633,0.9,0.520196297,0.370258945,0,0,0.370258945,0,FALSE
2985,3511,356,398,438,233660,44395.4,189264.6,1259.18,634,0.81,0.698142979,0.358638565,0,0,0.358638565,0,FALSE
2986,7606,448,382,329,453937,81708.66,372228.34,2231.7,670,0.82,0.445792795,0.293413095,0,0,0.293413095,0,FALSE
2987,3161,354,457,329,338357,20301.42,318055.58,2116.03,608,0.94,1.030063271,0.669417906,0,0,0.669417906,0,FALSE
2988,4940,231,437,280,398976,23938.56,375037.44,2751.89,583,0.94,0.748965587,0.557062753,0,0,0.557062753,0,FALSE
2989,4246,362,354,230,295084,44262.6,250821.4,1057.47,844,0.85,0.471848799,0.249050871,0,0,0.249050871,1,FALSE
2990,5035,275,416,311,287906,37427.78,250478.22,1666.44,641,0.87,0.529978153,0.330971202,0,0,0.330971202,0,FALSE
2991,6456,299,460,337,387224,54211.36,333012.64,2443.53,538,0.86,0.548254337,0.378489777,0,0,0.378489777,0,FALSE
2992,7708,377,407,330,483576,111222.48,372353.52,1569.86,805,0.77,0.348191489,0.203666321,1,1,0.203666321,1,TRUE
2993,3994,498,441,302,456449,127805.72,328643.28,1385.57,836,0.72,0.657628943,0.346912869,1,0,0.346912869,0,FALSE
2994,4570,389,437,305,272605,38164.7,234440.3,1258.53,706,0.86,0.522873085,0.275389497,0,0,0.275389497,1,FALSE
2995,7742,273,494,265,434852,26091.12,408760.88,2999.34,587,0.94,0.520710411,0.387411522,0,0,0.387411522,0,FALSE
2996,3079,416,390,319,469750,136227.5,333522.5,1592.29,790,0.71,0.882523547,0.517145177,1,0,0.517145177,0,FALSE
2997,9778,246,442,226,390260,19513,370747,2222.82,655,0.95,0.320803845,0.227328697,0,1,0.227328697,1,FALSE
2998,4138,250,499,414,321458,32145.8,289312.2,2122.87,567,0.9,0.794072015,0.513018366,0,0,0.513018366,0,FALSE
2999,3933,310,372,237,377101,101817.27,275283.73,2019.93,533,0.73,0.747248919,0.51358505,1,0,0.51358505,0,FALSE
3000,6153,376,356,421,442073,70731.68,371341.32,1772.84,765,0.84,0.475514383,0.288126117,0,0,0.288126117,0,FALSE
3001,7707,360,457,259,482490,57898.8,424591.2,1790.09,843,0.88,0.371881407,0.232268068,0,0,0.232268068,1,FALSE
3002,4230,398,359,234,405935,44652.85,361282.15,2650.96,578,0.89,0.860983452,0.626704492,0,0,0.626704492,0,FALSE
3003,7877,404,464,420,433642,30354.94,403287.06,2164.93,707,0.93,0.438355973,0.274841945,0,0,0.274841945,1,FALSE
3004,6718,313,400,240,257702,30924.24,226777.76,1217.39,711,0.88,0.323070854,0.181213159,0,1,0.181213159,1,FALSE
3005,9340,448,474,243,432910,86582,346328,2304.13,631,0.8,0.371427195,0.246694861,0,0,0.246694861,1,FALSE
3006,7608,399,378,233,240079,67222.12,172856.88,1036.36,669,0.72,0.268974763,0.136219769,1,1,0.136219769,1,TRUE
3007,5008,460,429,233,472804,56736.48,416067.52,2233.54,724,0.88,0.670035942,0.445994409,0,0,0.445994409,0,FALSE
3008,3149,259,427,306,293955,73488.75,220466.25,1617.7,527,0.75,0.828739282,0.513718641,1,0,0.513718641,0,FALSE
3009,6640,362,492,422,395786,19789.3,375996.7,2254.29,668,0.95,0.531670181,0.339501506,0,0,0.339501506,0,FALSE
3010,3755,329,365,438,402759,80551.8,322207.2,1729.68,710,0.8,0.762098535,0.460633822,0,0,0.460633822,0,FALSE
3011,5974,470,362,414,461713,60022.69,401690.31,2408.34,698,0.87,0.611707399,0.403136927,0,0,0.403136927,0,FALSE
3012,8871,328,382,371,303995,27359.55,276635.45,2029.85,547,0.91,0.350676361,0.228818622,0,1,0.228818622,1,FALSE
3013,7669,267,431,206,413830,33106.4,380723.6,2532.96,624,0.92,0.448162733,0.330285565,0,0,0.330285565,0,FALSE
3014,2986,362,404,329,334606,66921.2,267684.8,1277.97,776,0.8,0.794698593,0.427987274,0,0,0.427987274,0,FALSE
3015,6370,308,355,428,467989,46798.9,421190.1,3090.54,569,0.9,0.6564427,0.485171115,0,0,0.485171115,0,FALSE
3016,6688,419,472,370,383942,72948.98,310993.02,1484.73,758,0.81,0.410545754,0.221999103,0,0,0.221999103,1,FALSE
3017,6917,453,440,319,314557,37746.84,276810.16,2031.13,529,0.88,0.468863669,0.293643198,0,0,0.293643198,0,FALSE
3018,8938,232,409,359,471310,131966.8,339343.2,1821.67,742,0.72,0.315693667,0.203811815,1,1,0.203811815,1,TRUE
3019,4463,474,423,289,287413,45986.08,241426.92,1017.87,816,0.84,0.493809097,0.228068564,0,0,0.228068564,1,FALSE
3020,6599,453,362,272,335660,77201.8,258458.2,1387.46,713,0.77,0.374974996,0.210253069,1,0,0.210253069,1,FALSE
3021,6114,303,362,388,281346,78776.88,202569.12,1087.43,741,0.72,0.350086686,0.177859012,1,1,0.177859012,1,TRUE
3022,2820,371,477,344,250821,45147.78,205673.22,1368.35,632,0.82,0.907925532,0.485230496,0,0,0.485230496,0,FALSE
3023,8274,448,413,297,249450,19956,229494,1526.83,619,0.92,0.324489969,0.184533478,0,1,0.184533478,1,FALSE
3024,9239,322,443,263,294968,17698.08,277269.92,1323.73,781,0.94,0.254543782,0.143276329,0,1,0.143276329,1,FALSE
3025,5667,229,431,247,247379,34633.06,212745.94,1561.05,501,0.86,0.435512617,0.275463208,0,0,0.275463208,1,FALSE
3026,7652,387,440,407,480754,139418.66,341335.34,2270.91,640,0.71,0.458038421,0.296773393,1,0,0.296773393,0,FALSE
3027,5595,210,408,272,350527,52579.05,297947.95,1599.45,723,0.85,0.444941912,0.285871314,0,0,0.285871314,0,FALSE
3028,5870,389,376,211,473824,47382.4,426441.6,3129.08,589,0.9,0.699332198,0.533063032,0,0,0.533063032,0,FALSE
3029,8340,286,357,294,275276,16516.56,258759.44,1721.53,610,0.94,0.318768585,0.206418465,0,1,0.206418465,1,FALSE
3030,9167,261,365,444,426483,51177.96,375305.04,2014.72,708,0.88,0.336502673,0.219779644,0,1,0.219779644,1,FALSE
3031,9261,456,482,352,318723,31872.3,286850.7,1209.37,830,0.9,0.269881222,0.13058741,0,1,0.13058741,1,FALSE
3032,7930,209,391,289,445281,124678.68,320602.32,1922.17,685,0.72,0.354498108,0.242392182,1,1,0.242392182,1,TRUE
3033,8300,273,425,374,262250,44582.5,217667.5,917.69,815,0.83,0.239721687,0.11056506,0,1,0.11056506,1,FALSE
3034,3248,474,390,383,430840,86168,344672,1645.52,778,0.8,0.890554187,0.506625616,0,0,0.506625616,0,FALSE
3035,7055,288,462,218,419495,50339.4,369155.6,1556.37,806,0.88,0.357812899,0.220605245,0,1,0.220605245,1,FALSE
3036,6460,369,453,360,347147,48600.58,298546.42,2190.63,597,0.86,0.522078947,0.339106811,0,0,0.339106811,0,FALSE
3037,5780,486,385,214,298855,80690.85,218164.15,1451.45,623,0.73,0.43883218,0.251115917,1,0,0.251115917,1,FALSE
3038,6774,218,382,355,259537,62288.88,197248.12,1447.34,547,0.76,0.354641275,0.213661057,1,1,0.213661057,1,TRUE
3039,8550,354,399,394,375817,97712.42,278104.58,2040.63,524,0.74,0.372822222,0.238670175,1,0,0.238670175,1,FALSE
3040,8887,235,473,245,433859,121480.52,312378.48,1872.87,667,0.72,0.317977945,0.210742658,1,1,0.210742658,1,TRUE
3041,2011,370,401,300,470363,75258.08,395104.92,2899.14,594,0.84,1.974211835,1.441640975,0,0,1.441640975,0,FALSE
3042,2555,364,495,336,322421,19345.26,303075.74,1626.98,730,0.94,1.104493151,0.636782779,0,0,0.636782779,0,FALSE
3043,4485,214,440,427,349386,52407.9,296978.1,1594.24,740,0.85,0.596486065,0.355460424,0,0,0.355460424,0,FALSE
3044,7492,378,421,210,458154,45815.4,412338.6,3025.59,559,0.9,0.538519754,0.403842766,0,0,0.403842766,0,FALSE
3045,7010,319,409,202,435056,95712.32,339343.68,2489.98,541,0.78,0.487871612,0.355203994,1,0,0.355203994,0,FALSE
3046,4421,477,402,449,419920,113378.4,306541.6,2249.29,595,0.73,0.809158561,0.508774033,1,0,0.508774033,0,FALSE
3047,6297,455,392,364,418225,108738.5,309486.5,2270.9,576,0.74,0.552945847,0.360632047,1,0,0.360632047,0,FALSE
3048,6732,446,467,341,235908,35386.2,200521.8,1202.23,694,0.85,0.364858883,0.178584373,0,0,0.178584373,1,FALSE
3049,8732,343,402,425,462617,41635.53,420981.47,2524,661,0.91,0.423041686,0.289051764,0,0,0.289051764,0,FALSE
3050,8199,313,396,293,405653,28395.71,377257.29,1590.53,848,0.93,0.316200756,0.193990731,0,1,0.193990731,1,FALSE
3051,9377,294,460,296,427200,123888,303312,2225.6,537,0.71,0.349322811,0.237346699,1,1,0.237346699,1,TRUE
3052,2919,477,371,217,257426,56633.72,200792.28,1473.34,521,0.78,0.869592326,0.50474135,1,0,0.50474135,0,FALSE
3053,9029,351,437,322,272726,27272.6,245453.4,1801.05,569,0.9,0.32241112,0.199473917,0,1,0.199473917,1,FALSE
3054,6841,207,352,370,384730,19236.5,365493.5,1540.94,833,0.95,0.361049554,0.225250694,0,0,0.225250694,1,FALSE
3055,8622,288,444,401,247785,44601.3,203183.7,1490.89,552,0.82,0.304324983,0.172916957,0,1,0.172916957,1,FALSE
3056,3842,430,368,312,419495,62924.25,356570.75,2616.39,530,0.85,0.969908902,0.680996877,0,0,0.680996877,0,FALSE
3057,2945,346,495,381,496105,99221,396884,2379.52,683,0.8,1.222926995,0.807986418,0,0,0.807986418,0,FALSE
3058,5817,214,408,342,350887,91230.62,259656.38,1905.27,502,0.74,0.493255974,0.327534812,1,0,0.327534812,0,FALSE
3059,8885,234,363,297,334342,20060.52,314281.48,1687.13,746,0.94,0.290504221,0.1898852,0,1,0.1898852,1,FALSE
3060,4811,461,494,216,429486,111666.36,317819.64,2332.05,538,0.74,0.728133444,0.484732904,1,0,0.484732904,0,FALSE
3061,4951,471,483,217,484715,77554.4,407160.6,2185.73,745,0.84,0.677990305,0.44147243,0,0,0.44147243,0,FALSE
3062,4335,458,420,242,292963,23437.04,269525.96,1446.87,699,0.92,0.592126874,0.333764706,0,0,0.333764706,0,FALSE
3063,9798,318,460,445,402589,80517.8,322071.2,2363.24,570,0.8,0.366017555,0.241196162,0,0,0.241196162,1,FALSE
3064,7378,278,442,395,440320,70451.2,369868.8,1765.81,761,0.84,0.390459474,0.239334508,0,0,0.239334508,1,FALSE
3065,4658,333,420,306,299692,56941.48,242750.52,1455.41,660,0.81,0.539804637,0.312453843,0,0,0.312453843,0,FALSE
3066,7246,230,478,448,399420,43936.2,355483.8,1498.73,840,0.89,0.366371791,0.206835495,0,0,0.206835495,1,FALSE
3067,8970,439,396,242,429695,64454.25,365240.75,2189.8,664,0.85,0.36419175,0.244124861,0,0,0.244124861,1,FALSE
3068,4538,335,450,316,234632,37541.12,197090.88,830.94,840,0.84,0.425724989,0.183107096,0,0,0.183107096,1,FALSE
3069,9901,496,431,253,444807,40032.63,404774.37,2692.97,647,0.91,0.391169579,0.271989698,0,0,0.271989698,1,FALSE
3070,5638,404,493,349,271542,16292.52,255249.48,1218.6,767,0.94,0.43714083,0.216140475,0,0,0.216140475,1,FALSE
3071,6213,253,385,327,371169,18558.45,352610.55,2587.33,527,0.95,0.571757605,0.416438114,0,0,0.416438114,0,FALSE
3072,7206,271,362,248,324013,16200.65,307812.35,1652.4,739,0.95,0.351568138,0.229308909,0,1,0.229308909,1,FALSE
3073,5520,337,430,218,422598,88745.58,333852.42,2001.61,674,0.79,0.541052536,0.362610507,1,0,0.362610507,0,FALSE
3074,3165,349,435,442,377622,67971.96,309650.04,2272.1,533,0.82,1.105244866,0.717883096,0,0,0.717883096,0,FALSE
3075,5876,375,461,335,390618,50780.34,339837.66,1824.32,738,0.87,0.509754935,0.310469707,0,0,0.310469707,0,FALSE
3076,9947,471,440,444,262937,15776.22,247160.78,1179.98,794,0.94,0.254848698,0.118626722,0,1,0.118626722,1,FALSE
3077,8968,497,445,286,272657,79070.53,193586.47,1420.47,549,0.71,0.295324487,0.158393176,1,1,0.158393176,1,TRUE
3078,3795,448,445,272,418888,67022.08,351865.92,2581.87,549,0.84,0.987317523,0.680334651,0,0,0.680334651,0,FALSE
3079,7697,466,486,236,361471,21688.26,339782.74,2493.21,570,0.94,0.478265558,0.323919709,0,0,0.323919709,0,FALSE
3080,2743,462,383,414,414413,111891.51,302521.49,1275.44,846,0.73,0.92396646,0.464979949,1,0,0.464979949,0,FALSE
3081,4469,281,353,399,487452,77992.32,409459.68,2724.15,612,0.84,0.840713806,0.609565898,0,0,0.609565898,0,FALSE
3082,8671,442,420,354,328226,68927.46,259298.54,1902.64,501,0.79,0.359663245,0.219425672,1,1,0.219425672,1,TRUE
3083,3316,387,428,214,373405,41074.55,332330.45,2438.52,555,0.89,1.045693607,0.735379976,0,0,0.735379976,0,FALSE
3084,8402,335,445,309,230203,62154.81,168048.19,802.29,788,0.73,0.225099976,0.095487979,1,1,0.095487979,1,TRUE
3085,7832,217,353,446,286156,25754.04,260401.96,1097.87,824,0.91,0.269901685,0.140177477,0,1,0.140177477,1,FALSE
3086,2749,423,441,330,415933,83186.6,332746.4,2441.58,557,0.8,1.322510004,0.888170244,0,0,0.888170244,0,FALSE
3087,7532,266,394,281,387740,108567.2,279172.8,2048.47,565,0.72,0.396902549,0.271968933,1,0,0.271968933,1,FALSE
3088,3351,466,408,215,371837,63212.29,308624.71,2264.58,649,0.83,1.000769919,0.675792301,0,0,0.675792301,0,FALSE
3089,6462,309,482,298,379659,106304.52,273354.48,2005.78,528,0.72,0.478919839,0.310396162,1,0,0.310396162,0,FALSE
3090,5131,233,471,332,267040,24033.6,243006.4,1024.52,803,0.91,0.401582538,0.199672578,0,0,0.199672578,1,FALSE
3091,9802,385,408,432,429252,103020.48,326231.52,1751.28,727,0.76,0.303640073,0.178665578,1,1,0.178665578,1,TRUE
3092,5060,476,385,399,400752,40075.2,360676.8,2646.52,525,0.9,0.772039526,0.523027668,0,0,0.523027668,0,FALSE
3093,6228,281,426,215,498708,109715.76,388992.24,2088.19,722,0.78,0.483331728,0.335290623,1,0,0.335290623,0,FALSE
3094,4036,268,401,366,327163,58889.34,268273.66,1440.15,703,0.82,0.613268087,0.356826065,0,0,0.356826065,0,FALSE
3095,8934,246,459,329,364384,21863.04,342520.96,1838.73,713,0.94,0.321550257,0.205812626,0,1,0.205812626,1,FALSE
3096,7342,292,391,407,377475,71720.25,305754.75,2034.19,605,0.81,0.425523018,0.277062108,0,0,0.277062108,1,FALSE
3097,5752,262,442,205,298131,44719.65,253411.35,1519.33,653,0.85,0.422171419,0.26413943,0,0,0.26413943,1,FALSE
3098,3214,480,462,438,241749,67689.72,174059.28,1158.02,642,0.72,0.789676416,0.360304916,1,0,0.360304916,0,FALSE
3099,8460,377,401,299,306631,52127.27,254503.73,1867.46,579,0.83,0.348044917,0.220739953,0,1,0.220739953,1,FALSE
3100,5009,281,414,205,418611,62791.65,355819.35,2133.32,662,0.85,0.605573967,0.425897385,0,0,0.425897385,0,FALSE
3101,4723,312,481,268,264720,21177.6,243542.4,1620.29,633,0.92,0.567709083,0.343063731,0,0,0.343063731,0,FALSE
3102,6421,411,416,289,325990,48898.5,277091.5,1322.88,781,0.85,0.379828687,0.206023984,0,0,0.206023984,1,FALSE
3103,3032,238,393,341,267110,74790.8,192319.2,1411.17,537,0.72,0.786005937,0.465425462,1,0,0.465425462,0,FALSE
3104,4723,412,460,431,488778,63541.14,425236.86,2829.11,618,0.87,0.874890959,0.599006987,0,0,0.599006987,0,FALSE
3105,5858,351,439,400,428418,42841.8,385576.2,2069.86,710,0.9,0.556480027,0.353339024,0,0,0.353339024,0,FALSE
3106,3311,432,455,237,332044,86331.44,245712.56,1802.95,527,0.74,0.884007853,0.544533374,1,0,0.544533374,0,FALSE
3107,6227,334,415,223,496098,54570.78,441527.22,2647.18,661,0.89,0.581207644,0.425113217,0,0,0.425113217,0,FALSE
3108,2898,349,455,338,436861,21843.05,415017.95,2488.24,698,0.95,1.252670807,0.858605935,0,0,0.858605935,0,FALSE
3109,8271,225,497,316,460306,23015.3,437290.7,3208.68,535,0.95,0.513442147,0.387943417,0,0,0.387943417,0,FALSE
3110,6528,464,412,290,329619,23073.33,306545.67,1837.9,689,0.93,0.46015625,0.281541054,0,0,0.281541054,0,FALSE
3111,3342,437,468,375,488181,53699.91,434481.09,1831.79,810,0.89,0.931116098,0.548111909,0,0,0.548111909,0,FALSE
3112,8756,487,488,410,435934,74108.78,361825.22,2169.33,694,0.83,0.40593079,0.24775354,0,0,0.24775354,1,FALSE
3113,5750,361,370,369,258116,49042.04,209073.96,1122.35,719,0.81,0.386495652,0.195191304,0,0,0.195191304,1,FALSE
3114,6645,472,397,413,236889,21320.01,215568.99,1157.22,736,0.91,0.367075997,0.174148984,0,0,0.174148984,1,FALSE
3115,8704,217,485,387,479034,47903.4,431130.6,2314.4,717,0.9,0.391015625,0.265900735,0,0,0.265900735,1,FALSE
3116,2470,209,466,208,284759,59799.39,224959.61,1650.67,556,0.79,1.025777328,0.668287449,1,0,0.668287449,0,FALSE
3117,5863,357,485,230,407634,24458.04,383175.96,1829.34,766,0.94,0.494855876,0.312014327,0,0,0.312014327,0,FALSE
3118,9430,493,461,309,328393,95233.97,233159.03,1251.65,736,0.71,0.266664899,0.132730647,1,1,0.132730647,1,TRUE
3119,8455,426,451,208,364516,43741.92,320774.08,2353.73,529,0.88,0.406709639,0.278383205,0,0,0.278383205,1,FALSE
3120,8998,459,416,226,251397,60335.28,191061.72,1401.94,597,0.76,0.278166259,0.155805735,1,1,0.155805735,1,TRUE
3121,5981,458,414,447,416049,24962.94,391086.06,2869.65,525,0.94,0.700326032,0.479794349,0,0,0.479794349,0,FALSE
3122,9179,213,471,338,455390,72862.4,382527.6,2806.85,594,0.84,0.417131496,0.305790391,0,0,0.305790391,0,FALSE
3123,3030,219,443,307,257589,33486.57,224102.43,1343.61,653,0.87,0.763237624,0.443435644,0,0,0.443435644,0,FALSE
3124,2879,294,497,357,263546,57980.12,205565.88,1103.52,728,0.78,0.782049323,0.383299757,1,0,0.383299757,0,FALSE
3125,4064,295,481,344,420684,117791.52,302892.48,2222.52,541,0.72,0.822470472,0.546879921,1,0,0.546879921,0,FALSE
3126,4891,492,386,390,433580,34686.4,398893.6,1681.75,811,0.92,0.603097526,0.343845839,0,0,0.343845839,0,FALSE
3127,8136,351,468,202,454522,86359.18,368162.82,1757.67,784,0.81,0.341527778,0.216036136,0,1,0.216036136,1,FALSE
3128,9886,297,499,287,352769,84664.56,268104.44,1279.97,795,0.76,0.239021849,0.129472992,1,1,0.129472992,1,TRUE
3129,3378,471,355,273,451148,63160.72,387987.28,2846.91,576,0.86,1.168120189,0.842779751,0,0,0.842779751,0,FALSE
3130,2998,272,414,396,442465,101766.95,340698.05,2499.92,551,0.77,1.194769847,0.833862575,1,0,0.833862575,0,FALSE
3131,3995,240,473,254,459163,73466.08,385696.92,2830.11,515,0.84,0.950465582,0.708413016,0,0,0.708413016,0,FALSE
3132,6972,235,374,446,424822,76467.96,348354.04,2088.56,683,0.82,0.450883534,0.29956397,0,0,0.29956397,0,FALSE
3133,5568,369,471,259,327241,71993.02,255247.98,1872.92,583,0.78,0.53375,0.336372126,1,0,0.336372126,0,FALSE
3134,9364,459,375,282,395533,75151.27,320381.73,2350.85,505,0.81,0.370231739,0.251051901,0,0,0.251051901,1,FALSE
3135,4275,307,415,325,432040,21602,410438,2460.78,693,0.95,0.820533333,0.575621053,0,0,0.575621053,0,FALSE
3136,6063,248,445,406,484340,67807.6,416532.4,1988.59,768,0.86,0.509251196,0.327987795,0,0,0.327987795,0,FALSE
3137,8583,247,369,326,354252,42510.24,311741.76,1488.3,780,0.88,0.283152744,0.173400909,0,1,0.173400909,1,FALSE
3138,8175,495,441,322,239257,47851.4,191405.6,1027.51,727,0.8,0.279573089,0.125689297,0,1,0.125689297,1,FALSE
3139,8219,270,360,209,265191,74253.48,190937.52,1024.99,600,0.72,0.226790364,0.124709819,1,1,0.124709819,1,TRUE
3140,4680,484,383,222,319805,38376.6,281428.4,2065.02,567,0.88,0.673935897,0.44124359,0,0,0.44124359,0,FALSE
3141,7925,473,356,417,476884,38150.72,438733.28,2918.9,614,0.92,0.525539432,0.368315457,0,0,0.368315457,0,FALSE
3142,8087,454,387,447,481225,62559.25,418665.75,3072.02,595,0.87,0.539139359,0.379871399,0,0,0.379871399,0,FALSE
3143,7075,370,361,373,483603,130572.81,353030.19,2116.59,669,0.73,0.455207067,0.299164664,1,0,0.299164664,0,FALSE
3144,8520,271,496,420,264061,31687.32,232373.68,1109.39,776,0.88,0.269529343,0.130210094,0,1,0.130210094,1,FALSE
3145,9145,429,442,398,296064,85858.56,210205.44,1398.5,639,0.71,0.291689448,0.152925096,1,1,0.152925096,1,TRUE
3146,6184,476,456,253,441125,79402.5,361722.5,2406.55,612,0.82,0.580781048,0.389157503,0,0,0.389157503,0,FALSE
3147,3568,372,406,441,310675,80775.5,229899.5,1686.92,542,0.74,0.814439462,0.47279148,1,0,0.47279148,0,FALSE
3148,2473,446,413,402,393887,78777.4,315109.6,1691.58,704,0.8,1.193926405,0.68401941,0,0,0.68401941,0,FALSE
3149,4357,301,365,264,317447,19046.82,298400.18,1601.88,729,0.94,0.581106266,0.367656644,0,0,0.367656644,0,FALSE
3150,3517,379,377,223,236297,42533.46,193763.54,1040.16,724,0.82,0.574114302,0.295752061,0,0,0.295752061,0,FALSE
3151,8618,429,361,212,438297,100808.31,337488.69,2023.42,660,0.77,0.35105825,0.234789974,1,1,0.234789974,1,TRUE
3152,2276,241,356,436,260830,39124.5,221705.5,1190.16,735,0.85,0.976783831,0.522917399,0,0,0.522917399,0,FALSE
3153,8028,337,440,419,337437,70861.77,266575.23,1956.03,553,0.79,0.392629547,0.243650972,1,0,0.243650972,1,FALSE
3154,7767,493,418,211,392901,86438.22,306462.78,1645.16,738,0.78,0.356271405,0.211814085,1,1,0.211814085,1,TRUE
3155,4068,220,359,223,377940,26455.8,351484.2,1481.87,838,0.93,0.561423304,0.364274828,0,0,0.364274828,0,FALSE
3156,3283,442,446,408,248460,69568.8,178891.2,1312.64,588,0.72,0.794590314,0.399829424,1,0,0.399829424,0,FALSE
3157,6175,327,451,403,292968,61523.28,231444.72,1242.45,706,0.79,0.392461538,0.201206478,1,0,0.201206478,1,FALSE
3158,2080,323,473,204,391919,43111.09,348807.91,1872.48,700,0.89,1.381,0.900230769,0,0,0.900230769,0,FALSE
3159,6414,375,406,250,447952,98549.44,349402.56,1668.1,760,0.78,0.420813845,0.260071718,1,0,0.260071718,1,FALSE
3160,2667,308,475,448,451601,49676.11,401924.89,2674.02,629,0.89,1.464199475,1.002632171,0,0,1.002632171,0,FALSE
3161,9318,466,358,206,333800,46732,287068,1541.04,731,0.86,0.275921872,0.165383129,0,1,0.165383129,1,FALSE
3162,3698,410,478,445,262099,57661.78,204437.22,1500.09,555,0.78,0.766114116,0.405648999,1,0,0.405648999,0,FALSE
3163,8469,399,425,358,455428,68314.2,387113.8,2078.11,733,0.85,0.384946275,0.245378439,0,0,0.245378439,1,FALSE
3164,6605,450,445,375,311187,49789.92,261397.08,1102.06,820,0.84,0.359130961,0.166852385,0,1,0.166852385,1,FALSE
3165,2532,246,481,235,494496,93954.24,400541.76,1688.7,849,0.81,1.046879937,0.666943128,0,0,0.666943128,0,FALSE
3166,2627,473,439,271,371023,48232.99,322790.01,1360.9,843,0.87,0.968366959,0.518043396,0,0,0.518043396,0,FALSE
3167,8760,468,352,329,449152,22457.6,426694.4,2838.81,602,0.95,0.455229452,0.324065068,0,0,0.324065068,0,FALSE
3168,7496,461,437,235,409015,32721.2,376293.8,1586.47,814,0.92,0.362789488,0.211642209,0,0,0.211642209,1,FALSE
3169,3572,307,352,362,434097,78137.46,355959.54,2134.16,663,0.82,0.883303471,0.597469205,0,0,0.597469205,0,FALSE
3170,8241,429,423,388,235789,49515.69,186273.31,1366.81,593,0.79,0.316322048,0.165854872,1,1,0.165854872,1,TRUE
3171,5161,391,379,338,239994,52798.68,187195.32,1245.42,637,0.78,0.456000775,0.241313699,1,0,0.241313699,1,FALSE
3172,3471,335,465,345,466606,93321.2,373284.8,1573.78,844,0.8,0.783284356,0.45340824,0,0,0.45340824,0,FALSE
3173,8348,277,458,336,351269,101868.01,249400.99,1659.27,648,0.71,0.32705678,0.198762578,1,1,0.198762578,1,TRUE
3174,7205,294,378,343,261793,70684.11,191108.89,1402.29,532,0.73,0.335501735,0.194627342,1,1,0.194627342,1,TRUE
3175,9726,240,399,374,417563,96039.49,321523.51,2359.23,510,0.77,0.346723216,0.242569402,1,1,0.242569402,1,TRUE
3176,8136,377,403,276,238032,54747.36,183284.64,1344.88,541,0.77,0.295093412,0.165299902,1,1,0.165299902,1,TRUE
3177,8669,230,374,372,415878,58222.92,357655.08,2144.32,671,0.86,0.359940016,0.247354943,0,1,0.247354943,1,FALSE
3178,4153,280,396,240,285922,31451.42,254470.58,1867.21,504,0.89,0.670168553,0.449605105,0,0,0.449605105,0,FALSE
3179,3532,418,364,354,429097,102983.28,326113.72,2392.91,531,0.76,0.999125142,0.677494337,1,0,0.677494337,0,FALSE
3180,9744,382,472,403,231268,43940.92,187327.08,789.78,840,0.81,0.210055419,0.081052956,0,1,0.081052956,1,FALSE
3181,4986,362,482,247,423783,76280.94,347502.06,2083.45,687,0.82,0.636672684,0.417860008,0,0,0.417860008,0,FALSE
3182,5678,468,496,335,468632,74981.12,393650.88,2888.47,561,0.84,0.737490313,0.508712575,0,0,0.508712575,0,FALSE
3183,6297,266,415,336,399483,107860.41,291622.59,1392.25,783,0.73,0.382602827,0.221097348,1,0,0.221097348,1,FALSE
3184,4332,406,412,208,394372,98593,295779,1587.81,707,0.75,0.603372576,0.366530471,1,0,0.366530471,0,FALSE
3185,8172,240,399,397,242350,14541,227809,1515.62,631,0.94,0.312239354,0.185465002,0,1,0.185465002,1,FALSE
3186,6901,278,453,331,301075,42150.5,258924.5,1236.15,798,0.86,0.333016954,0.179126214,0,1,0.179126214,1,FALSE
3187,9951,297,479,266,297611,38689.43,258921.57,1899.87,529,0.87,0.295635615,0.19092252,0,1,0.19092252,1,FALSE
3188,5720,490,431,205,421445,109575.7,311869.3,1869.81,668,0.74,0.523743007,0.32688986,1,0,0.32688986,0,FALSE
3189,2816,317,423,217,312028,37443.36,274584.64,1474.03,706,0.88,0.863291903,0.523448153,0,0,0.523448153,0,FALSE
